text,words,tokens,group,complexity,source,length_matched,original_text,original_words
vehicular patient patient patient patient patient patient paresthesia No palpitations. No confusion. No fever. No dyspnea. No seizures. No nausea. No chest pain. No weakness. No trauma. No recent illness. Oxygen saturation 98%. Temperature normal. Heart rate normal. Blood pressure 120/80. Temperature 98.6F. Abdominal exam normal. Cranial nerves intact. Reflexes 2+ symmetric. Motor strength 5/5 throughout. Gait normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,vehicular patient patient patient patient patient patient paresthesia,8
abdominal abdomen suprapubic detrol initially i bowel gastrointestinal bladder bladder No seizures. No weakness. No focal deficits. No syncope. No night sweats. No vomiting. No dyspnea. No fever. No confusion. No nausea. Temperature normal. Blood pressure normal. Temperature 98.6F. Heart rate 72. Blood pressure 120/80. Gait normal. Extremities exam normal. No focal deficits noted. Abdominal exam normal. Sensory exam intact.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,abdominal abdomen suprapubic detrol initially i bowel gastrointestinal bladder bladder,10
patient patient patient sugar-free kool-aid sugar-free pudding patient patient patient No bleeding. No confusion. No dyspnea. No palpitations. No vision changes. No fever. No recent illness. No seizures. No syncope. No nausea. Temperature 98.6F. Respiratory rate 16. Temperature normal. Heart rate 72. Blood pressure 120/80. Abdominal exam normal. Skin exam normal. Respiratory exam normal. Cranial nerves intact. Lungs clear bilaterally.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient patient sugar-free kool-aid sugar-free pudding patient patient patient,10
patient ovarian tender abdomen ovarian ovarian cyst ureter No vision changes. No chills. No trauma. No night sweats. No chest pain. No seizures. No vomiting. No photophobia. No recent illness. No fever. Temperature normal. Temperature 98.6F. Heart rate 72. Respiratory rate 16. Heart rate normal. Gait normal. Neurological exam normal. Reflexes 2+ symmetric. Abdominal exam normal. Extremities exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient ovarian tender abdomen ovarian ovarian cyst ureter,8
anterior cruciate ligament alcohol patient peripheral tear No recent illness. No weight loss. No neck stiffness. No weakness. No seizures. No nausea. No photophobia. No chest pain. No chills. No confusion. Heart rate normal. Blood pressure normal. Oxygen saturation 98%. Respiratory rate 16. Heart rate 72. No focal deficits noted. Respiratory exam normal. Reflexes 2+ symmetric. Sensory exam intact. Neurological exam normal.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,anterior cruciate ligament alcohol patient peripheral tear,7
cervical lumbosacral thoracic spine cervical spine cervical spine soft tissue No focal deficits. No syncope. No recent illness. No chest pain. No nausea. No neck stiffness. No chills. No fever. No trauma. No night sweats. Respiratory rate 16. Oxygen saturation 98%. Heart rate normal. Heart rate 72. Extremities exam normal. HEENT normal. Motor strength 5/5 throughout. Cranial nerves intact.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,cervical lumbosacral thoracic spine cervical spine cervical spine soft tissue,10
patient midline scrotal tissue wound wound No vomiting. No bleeding. No seizures. No nausea. No syncope. No dyspnea. No trauma. No weight loss. No focal deficits. No night sweats. Heart rate normal. Respiratory rate 16. Oxygen saturation 98%. Blood pressure 120/80. Temperature normal. Reflexes 2+ symmetric. No focal deficits noted. Abdominal exam normal. Gait normal. Vital signs stable.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient midline scrotal tissue wound wound,6
patient 08/16/2004 08/16/2004 patient No dyspnea. No night sweats. No trauma. No bleeding. No nausea. No photophobia. No focal deficits. No confusion. No chest pain. No fever. Blood pressure 120/80. Temperature normal. Respiratory rate 16. Heart rate normal. Temperature 98.6F. Skin exam normal. Cardiovascular exam normal. No focal deficits noted. HEENT normal. Reflexes 2+ symmetric. Lungs clear bilaterally.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient 08/16/2004 08/16/2004 patient,4
blood clavicle implants patient joint allograft coracoacromial ligament wound wound No chest pain. No dyspnea. No syncope. No neck stiffness. No focal deficits. No fever. No vision changes. No palpitations. No night sweats. No nausea. Blood pressure normal. Blood pressure 120/80. Heart rate 72. Oxygen saturation 98%. Motor strength 5/5 throughout. Cardiovascular exam normal. Gait normal. Respiratory exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,blood clavicle implants patient joint allograft coracoacromial ligament wound wound,10
anterior cruciate ligament alcohol patient peripheral tear No trauma. No recent illness. No chills. No syncope. No palpitations. No night sweats. No bleeding. No vomiting. No dyspnea. No weight loss. Blood pressure normal. Heart rate 72. Temperature 98.6F. Heart rate normal. Blood pressure 120/80. Vital signs stable. No focal deficits noted. Reflexes 2+ symmetric. Skin exam normal. Sensory exam intact.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,anterior cruciate ligament alcohol patient peripheral tear,7
hand hand mouth patient oral mucosa torso patient No trauma. No weight loss. No bleeding. No nausea. No vomiting. No chills. No recent illness. No neck stiffness. No syncope. No vision changes. Blood pressure 120/80. Heart rate 72. Blood pressure normal. Temperature normal. Respiratory rate 16. Cranial nerves intact. Respiratory exam normal. Motor strength 5/5 throughout. HEENT normal. Vital signs stable.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,hand hand mouth patient oral mucosa torso patient,8
dilantin 300 dilantin dilantin dilantin abc No weakness. No focal deficits. No chills. No weight loss. No vision changes. No photophobia. No syncope. No dyspnea. No seizures. No confusion. Respiratory rate 16. Temperature 98.6F. Heart rate 72. Oxygen saturation 98%. Blood pressure normal. Skin exam normal. Abdominal exam normal. HEENT normal. Vital signs stable. Motor strength 5/5 throughout.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,dilantin 300 dilantin dilantin dilantin abc,6
patient patient alpha approximately1 7 No neck stiffness. No confusion. No palpitations. No seizures. No fever. No recent illness. No vision changes. No photophobia. No bleeding. No night sweats. Blood pressure normal. Temperature normal. Respiratory rate 16. Heart rate normal. Heart rate 72. Abdominal exam normal. Skin exam normal. Cardiovascular exam normal. Motor strength 5/5 throughout. Cranial nerves intact.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient alpha approximately1 7,5
vaginal patient vaginal oral uterus adnexa hemoglobin vaginal bladder vicodin No weight loss. No recent illness. No chills. No weakness. No syncope. No seizures. No trauma. No night sweats. No bleeding. No chest pain. Temperature 98.6F. Respiratory rate 16. Heart rate 72. Temperature normal. Blood pressure normal. Extremities exam normal. Reflexes 2+ symmetric. Neurological exam normal. Cranial nerves intact.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,vaginal patient vaginal oral uterus adnexa hemoglobin vaginal bladder vicodin,10
patient sore throat throat patient heart lungs muscle biceps No chest pain. No nausea. No photophobia. No bleeding. No fever. No weakness. No focal deficits. No vision changes. No chills. No recent illness. Blood pressure 120/80. Heart rate normal. Temperature normal. Heart rate 72. Oxygen saturation 98%. Cranial nerves intact. Respiratory exam normal. Extremities exam normal. Abdominal exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient sore throat throat patient heart lungs muscle biceps,9
right metatarsal lateral calcaneus bone soft tissue calcaneus calcaneus No trauma. No bleeding. No neck stiffness. No vomiting. No seizures. No syncope. No focal deficits. No chest pain. No chills. No palpitations. Heart rate normal. Heart rate 72. Oxygen saturation 98%. Temperature 98.6F. Blood pressure normal. Skin exam normal. Cranial nerves intact. Motor strength 5/5 throughout. Reflexes 2+ symmetric. Extremities exam normal.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,right metatarsal lateral calcaneus bone soft tissue calcaneus calcaneus,9
joint No chills. No night sweats. No chest pain. No focal deficits. No seizures. No weight loss. No fever. No dyspnea. No photophobia. No syncope. Blood pressure normal. Heart rate 72. Temperature 98.6F. Temperature normal. Respiratory rate 16. Vital signs stable. Sensory exam intact. Respiratory exam normal. Gait normal. Cardiovascular exam normal. Lungs clear bilaterally. Abdominal exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,joint,1
ovarian patient patient 1-1/2 blood sugar patient patient No photophobia. No neck stiffness. No palpitations. No chills. No weakness. No vomiting. No confusion. No syncope. No bleeding. No focal deficits. Respiratory rate 16. Temperature normal. Oxygen saturation 98%. Temperature 98.6F. Blood pressure normal. No focal deficits noted. HEENT normal. Cranial nerves intact. Gait normal. Reflexes 2+ symmetric.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,ovarian patient patient 1-1/2 blood sugar patient patient,8
fvc fev1/fvc mvv lung rv/tlc alveolar oxygen pulmonary pulmonary oxygen No seizures. No syncope. No confusion. No chest pain. No photophobia. No nausea. No focal deficits. No night sweats. No weight loss. No neck stiffness. Blood pressure 120/80. Oxygen saturation 98%. Temperature normal. Blood pressure normal. No focal deficits noted. Vital signs stable. Skin exam normal. Cardiovascular exam normal. Reflexes 2+ symmetric.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,fvc fev1/fvc mvv lung rv/tlc alveolar oxygen pulmonary pulmonary oxygen,10
patient oral patient patient patient No weight loss. No nausea. No weakness. No trauma. No bleeding. No night sweats. No recent illness. No confusion. No focal deficits. No chills. Temperature normal. Blood pressure normal. Respiratory rate 16. Blood pressure 120/80. Oxygen saturation 98%. Motor strength 5/5 throughout. Lungs clear bilaterally. Skin exam normal. Vital signs stable. Gait normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient oral patient patient patient,5
skull skull skull cranial suture No focal deficits. No night sweats. No photophobia. No chills. No trauma. No neck stiffness. No palpitations. No chest pain. No vision changes. No bleeding. Temperature 98.6F. Blood pressure 120/80. Heart rate normal. Oxygen saturation 98%. Heart rate 72. Respiratory exam normal. Lungs clear bilaterally. Sensory exam intact. Motor strength 5/5 throughout. Abdominal exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,skull skull skull cranial suture,5
bladder patient patient urethral meatus bladder tumor bladder patient estrace No chest pain. No night sweats. No dyspnea. No nausea. No recent illness. No bleeding. No weight loss. No chills. No vomiting. No seizures. Oxygen saturation 98%. Blood pressure normal. Blood pressure 120/80. Heart rate normal. Skin exam normal. Lungs clear bilaterally. HEENT normal. Motor strength 5/5 throughout. Cranial nerves intact.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,bladder patient patient urethral meatus bladder tumor bladder patient estrace,10
 No fever. No trauma. No confusion. No nausea. No seizures. No palpitations. No bleeding. No vision changes. No photophobia. No chills. Heart rate 72. Oxygen saturation 98%. Blood pressure 120/80. Temperature normal. Heart rate normal. Lungs clear bilaterally. HEENT normal. Gait normal. Sensory exam intact. Cranial nerves intact. Abdominal exam normal. Vital signs stable.,54,70,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
ovarian ovarian patient abdomen abdomen ovarian patient No nausea. No night sweats. No photophobia. No fever. No confusion. No syncope. No palpitations. No seizures. No trauma. No vomiting. Temperature 98.6F. Heart rate normal. Blood pressure normal. Respiratory rate 16. Blood pressure 120/80. Abdominal exam normal. Cardiovascular exam normal. Sensory exam intact. Respiratory exam normal. No focal deficits noted. Skin exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,ovarian ovarian patient abdomen abdomen ovarian patient,7
"fiberoptic bronchoscopy lidocaine 2 phenergan p.o 1 procedure.,2 No photophobia. No vision changes. No dyspnea. No weakness. No nausea. No night sweats. No chest pain. No confusion. No trauma. No fever. Heart rate normal. Heart rate 72. Blood pressure 120/80. Temperature 98.6F. Respiratory rate 16. No focal deficits noted. Extremities exam normal. Vital signs stable. Reflexes 2+ symmetric. Abdominal exam normal.",61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,"fiberoptic bronchoscopy lidocaine 2 phenergan p.o 1 procedure.,2",8
"heart heart heart minute.,640 ventricular No syncope. No seizures. No weight loss. No chest pain. No dyspnea. No bleeding. No nausea. No vision changes. No chills. No neck stiffness. Heart rate normal. Blood pressure 120/80. Oxygen saturation 98%. Temperature 98.6F. Heart rate 72. Gait normal. Neurological exam normal. HEENT normal. Abdominal exam normal. Cardiovascular exam normal.",56,72,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,"heart heart heart minute.,640 ventricular",5
 No dyspnea. No weakness. No recent illness. No vision changes. No chest pain. No fever. No syncope. No trauma. No neck stiffness. No weight loss. Blood pressure normal. Heart rate normal. Temperature 98.6F. Blood pressure 120/80. Heart rate 72. Neurological exam normal. Cardiovascular exam normal. Skin exam normal. Cranial nerves intact. Motor strength 5/5 throughout. Reflexes 2+ symmetric.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
patient tumor patient patient No focal deficits. No palpitations. No vomiting. No trauma. No nausea. No confusion. No night sweats. No fever. No chills. No chest pain. Blood pressure normal. Heart rate normal. Respiratory rate 16. Blood pressure 120/80. Temperature 98.6F. Skin exam normal. Lungs clear bilaterally. No focal deficits noted. Neurological exam normal. Motor strength 5/5 throughout. Respiratory exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient tumor patient patient,4
kidney caliceal system bladder intravenous urogram No neck stiffness. No focal deficits. No confusion. No dyspnea. No photophobia. No nausea. No weakness. No palpitations. No recent illness. No weight loss. Temperature 98.6F. Blood pressure 120/80. Heart rate 72. Respiratory rate 16. Temperature normal. Skin exam normal. Abdominal exam normal. Cranial nerves intact. Neurological exam normal. Extremities exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,kidney caliceal system bladder intravenous urogram,6
patient patient woman macular eye patient No night sweats. No weight loss. No seizures. No bleeding. No syncope. No fever. No nausea. No weakness. No trauma. No focal deficits. Blood pressure normal. Heart rate normal. Oxygen saturation 98%. Respiratory rate 16. Temperature 98.6F. Cranial nerves intact. Extremities exam normal. Skin exam normal. Reflexes 2+ symmetric. Sensory exam intact.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient woman macular eye patient,6
patient No weakness. No chills. No vision changes. No bleeding. No seizures. No confusion. No nausea. No focal deficits. No syncope. No recent illness. Temperature normal. Oxygen saturation 98%. Heart rate 72. Temperature 98.6F. Respiratory rate 16. Abdominal exam normal. HEENT normal. No focal deficits noted. Skin exam normal. Extremities exam normal. Neurological exam normal. Respiratory exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient,1
airway oxygen right ventricular pulmonary patient tonsillar No neck stiffness. No photophobia. No confusion. No trauma. No syncope. No chest pain. No vomiting. No weight loss. No weakness. No fever. Heart rate normal. Blood pressure normal. Respiratory rate 16. Heart rate 72. Temperature 98.6F. Respiratory exam normal. Abdominal exam normal. Reflexes 2+ symmetric. Cardiovascular exam normal. Skin exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,airway oxygen right ventricular pulmonary patient tonsillar,7
venous venous posterior tibial vein venous No dyspnea. No nausea. No syncope. No seizures. No recent illness. No night sweats. No photophobia. No chest pain. No bleeding. No palpitations. Blood pressure 120/80. Heart rate normal. Temperature 98.6F. Oxygen saturation 98%. Temperature normal. Neurological exam normal. No focal deficits noted. Respiratory exam normal. Reflexes 2+ symmetric. Gait normal. Extremities exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,venous venous posterior tibial vein venous,6
kidney kidney creatinine 04/04/06 chest blood patient kidney No confusion. No fever. No dyspnea. No vision changes. No palpitations. No neck stiffness. No trauma. No syncope. No weakness. No vomiting. Respiratory rate 16. Temperature normal. Temperature 98.6F. Heart rate normal. Oxygen saturation 98%. No focal deficits noted. Reflexes 2+ symmetric. Sensory exam intact. Gait normal. Motor strength 5/5 throughout.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,kidney kidney creatinine 04/04/06 chest blood patient kidney,8
 No weakness. No chest pain. No trauma. No seizures. No vomiting. No recent illness. No bleeding. No fever. No dyspnea. No nausea. Blood pressure normal. Temperature 98.6F. Heart rate normal. Respiratory rate 16. Heart rate 72. Motor strength 5/5 throughout. Cranial nerves intact. Extremities exam normal. HEENT normal. Neurological exam normal. Gait normal. Sensory exam intact.,56,72,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
 No vision changes. No nausea. No chills. No fever. No vomiting. No trauma. No palpitations. No confusion. No recent illness. No focal deficits. Temperature 98.6F. Blood pressure normal. Heart rate 72. Oxygen saturation 98%. Heart rate normal. Motor strength 5/5 throughout. Cardiovascular exam normal. Extremities exam normal. Lungs clear bilaterally. Skin exam normal. Cranial nerves intact. Respiratory exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
 No dyspnea. No confusion. No neck stiffness. No palpitations. No recent illness. No trauma. No chest pain. No chills. No vomiting. No weight loss. Heart rate normal. Respiratory rate 16. Blood pressure 120/80. Heart rate 72. Oxygen saturation 98%. Abdominal exam normal. No focal deficits noted. Gait normal. Neurological exam normal. Sensory exam intact. HEENT normal.,56,72,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
rhm 11/5/96 calf foot cbc tsh ft4 l-spine No photophobia. No confusion. No chest pain. No vision changes. No bleeding. No weight loss. No fever. No weakness. No focal deficits. No syncope. Blood pressure normal. Oxygen saturation 98%. Respiratory rate 16. Heart rate normal. Temperature normal. Sensory exam intact. Neurological exam normal. Extremities exam normal. No focal deficits noted. Cranial nerves intact.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,rhm 11/5/96 calf foot cbc tsh ft4 l-spine,8
patient patient auditory patient patient patient patient patient No recent illness. No confusion. No chills. No nausea. No weakness. No neck stiffness. No fever. No vomiting. No seizures. No palpitations. Temperature 98.6F. Temperature normal. Blood pressure normal. Heart rate 72. Respiratory rate 16. Skin exam normal. Sensory exam intact. Cardiovascular exam normal. HEENT normal. Lungs clear bilaterally.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient auditory patient patient patient patient patient,8
chemoradiotherapy patients patient cancer tumor cell patient patient No palpitations. No confusion. No seizures. No neck stiffness. No focal deficits. No weight loss. No weakness. No nausea. No dyspnea. No photophobia. Temperature normal. Oxygen saturation 98%. Blood pressure 120/80. Temperature 98.6F. Blood pressure normal. Cranial nerves intact. Cardiovascular exam normal. Respiratory exam normal. Skin exam normal. Motor strength 5/5 throughout.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,chemoradiotherapy patients patient cancer tumor cell patient patient,8
recipient kidney kidney kidney/liver No focal deficits. No seizures. No palpitations. No neck stiffness. No photophobia. No chest pain. No recent illness. No weight loss. No dyspnea. No nausea. Heart rate 72. Oxygen saturation 98%. Blood pressure 120/80. Temperature normal. Temperature 98.6F. Vital signs stable. Abdominal exam normal. Respiratory exam normal. Motor strength 5/5 throughout. HEENT normal. Cardiovascular exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,recipient kidney kidney kidney/liver,4
patient patient sweat pin erythema bacitracin patient tibial nerve patient No syncope. No neck stiffness. No seizures. No focal deficits. No vomiting. No chills. No fever. No weakness. No night sweats. No confusion. Blood pressure 120/80. Heart rate normal. Blood pressure normal. Respiratory rate 16. Heart rate 72. Skin exam normal. Neurological exam normal. Gait normal. Reflexes 2+ symmetric.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient sweat pin erythema bacitracin patient tibial nerve patient,10
skin saline circular patient blood intravenous fluid 100 tissue patient No weight loss. No chills. No fever. No syncope. No night sweats. No confusion. No palpitations. No photophobia. No recent illness. No dyspnea. Respiratory rate 16. Heart rate 72. Blood pressure normal. Oxygen saturation 98%. Temperature 98.6F. HEENT normal. Gait normal. Sensory exam intact. Reflexes 2+ symmetric.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,skin saline circular patient blood intravenous fluid 100 tissue patient,10
patient patient auditory patient patient patient patient patient No palpitations. No confusion. No weakness. No bleeding. No focal deficits. No dyspnea. No trauma. No chills. No neck stiffness. No night sweats. Oxygen saturation 98%. Temperature normal. Heart rate normal. Heart rate 72. Temperature 98.6F. Gait normal. Abdominal exam normal. HEENT normal. Sensory exam intact. No focal deficits noted.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient patient auditory patient patient patient patient patient,8
 No focal deficits. No vomiting. No weakness. No palpitations. No fever. No photophobia. No recent illness. No vision changes. No nausea. No chest pain. Respiratory rate 16. Heart rate 72. Blood pressure normal. Temperature 98.6F. Heart rate normal. No focal deficits noted. HEENT normal. Reflexes 2+ symmetric. Skin exam normal. Cranial nerves intact. Cardiovascular exam normal. Abdominal exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
fluorescein macular edema No palpitations. No dyspnea. No syncope. No nausea. No focal deficits. No bleeding. No night sweats. No chest pain. No weakness. No confusion. Temperature normal. Respiratory rate 16. Temperature 98.6F. Oxygen saturation 98%. Blood pressure 120/80. HEENT normal. No focal deficits noted. Gait normal. Neurological exam normal. Cranial nerves intact. Extremities exam normal.,56,72,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,fluorescein macular edema,3
beta muscle muscle right frontal head awake/alert/drowsy right frontal No nausea. No photophobia. No dyspnea. No bleeding. No palpitations. No seizures. No vomiting. No weight loss. No weakness. No confusion. Oxygen saturation 98%. Temperature 98.6F. Temperature normal. Blood pressure normal. Heart rate 72. Sensory exam intact. HEENT normal. Cranial nerves intact. Extremities exam normal. Reflexes 2+ symmetric.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,beta muscle muscle right frontal head awake/alert/drowsy right frontal,9
carpal superficial aponeurosis antebrachial fascia wound marcaine epinephrine wound patient No fever. No recent illness. No vomiting. No syncope. No trauma. No neck stiffness. No palpitations. No nausea. No weight loss. No chest pain. Blood pressure 120/80. Respiratory rate 16. Heart rate 72. Blood pressure normal. Cardiovascular exam normal. HEENT normal. Abdominal exam normal. Neurological exam normal. Reflexes 2+ symmetric.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,carpal superficial aponeurosis antebrachial fascia wound marcaine epinephrine wound patient,10
abc abc mm/dd/yyyy mandibular left tooth root-canaled tooth abc No chest pain. No night sweats. No nausea. No recent illness. No confusion. No trauma. No bleeding. No vision changes. No weakness. No vomiting. Heart rate normal. Blood pressure normal. Blood pressure 120/80. Temperature normal. Oxygen saturation 98%. Respiratory exam normal. Cranial nerves intact. Neurological exam normal. Cardiovascular exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,abc abc mm/dd/yyyy mandibular left tooth root-canaled tooth abc,9
patient tumor patient patient No neck stiffness. No weight loss. No focal deficits. No syncope. No trauma. No seizures. No chest pain. No confusion. No fever. No bleeding. Temperature 98.6F. Respiratory rate 16. Blood pressure 120/80. Heart rate 72. Heart rate normal. Neurological exam normal. Gait normal. No focal deficits noted. Lungs clear bilaterally. HEENT normal. Extremities exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient tumor patient patient,4
airway oxygen right ventricular pulmonary patient tonsillar No chest pain. No chills. No weakness. No dyspnea. No photophobia. No vision changes. No syncope. No nausea. No fever. No night sweats. Blood pressure 120/80. Oxygen saturation 98%. Blood pressure normal. Heart rate 72. Respiratory rate 16. Extremities exam normal. Gait normal. Respiratory exam normal. Reflexes 2+ symmetric. Cardiovascular exam normal.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,airway oxygen right ventricular pulmonary patient tonsillar,7
 No palpitations. No syncope. No bleeding. No nausea. No vomiting. No focal deficits. No dyspnea. No fever. No chills. No photophobia. Blood pressure normal. Respiratory rate 16. Temperature 98.6F. Heart rate 72. Oxygen saturation 98%. Abdominal exam normal. Reflexes 2+ symmetric. Neurological exam normal. Respiratory exam normal. Motor strength 5/5 throughout. Sensory exam intact. Lungs clear bilaterally.,57,74,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
biliary colic No trauma. No chills. No bleeding. No focal deficits. No photophobia. No chest pain. No seizures. No weakness. No vision changes. No recent illness. Respiratory rate 16. Temperature normal. Heart rate normal. Blood pressure 120/80. Heart rate 72. Cranial nerves intact. Reflexes 2+ symmetric. Sensory exam intact. Neurological exam normal. Motor strength 5/5 throughout. Vital signs stable.,59,76,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,biliary colic,2
bone paranasal sinus cell orbit extra-ocular muscle soft tissue No chest pain. No vision changes. No weakness. No dyspnea. No palpitations. No confusion. No night sweats. No neck stiffness. No nausea. No weight loss. Heart rate 72. Blood pressure 120/80. Oxygen saturation 98%. Heart rate normal. Abdominal exam normal. Respiratory exam normal. Vital signs stable. No focal deficits noted. Skin exam normal.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,bone paranasal sinus cell orbit extra-ocular muscle soft tissue,9
patient endotracheal patient eye eye limbus muscle retinal periphery No focal deficits. No chills. No recent illness. No palpitations. No photophobia. No chest pain. No bleeding. No fever. No vision changes. No night sweats. Temperature 98.6F. Temperature normal. Blood pressure 120/80. Heart rate normal. Blood pressure normal. Motor strength 5/5 throughout. Respiratory exam normal. No focal deficits noted. Cardiovascular exam normal.,61,79,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,patient endotracheal patient eye eye limbus muscle retinal periphery,9
circumstraint penis scrotum povidone iodine lidocaine glans penis foreskin No photophobia. No vision changes. No dyspnea. No nausea. No chills. No chest pain. No bleeding. No syncope. No vomiting. No trauma. Respiratory rate 16. Blood pressure 120/80. Temperature normal. Heart rate normal. Blood pressure normal. Sensory exam intact. Lungs clear bilaterally. Vital signs stable. Abdominal exam normal. Reflexes 2+ symmetric.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,circumstraint penis scrotum povidone iodine lidocaine glans penis foreskin,9
loculated left No confusion. No vomiting. No trauma. No weakness. No photophobia. No nausea. No weight loss. No recent illness. No night sweats. No chest pain. Oxygen saturation 98%. Heart rate 72. Temperature 98.6F. Heart rate normal. Blood pressure normal. Gait normal. Neurological exam normal. No focal deficits noted. Vital signs stable. Extremities exam normal. Skin exam normal.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,loculated left,2
rhm 11/5/96 calf foot cbc tsh ft4 l-spine No night sweats. No focal deficits. No nausea. No recent illness. No photophobia. No weight loss. No syncope. No neck stiffness. No confusion. No trauma. Temperature normal. Heart rate normal. Oxygen saturation 98%. Heart rate 72. Temperature 98.6F. Cardiovascular exam normal. Abdominal exam normal. No focal deficits noted. Neurological exam normal. Sensory exam intact.,62,80,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,rhm 11/5/96 calf foot cbc tsh ft4 l-spine,8
ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided No vomiting. No weight loss. No focal deficits. No trauma. No fever. No palpitations. No syncope. No photophobia. No recent illness. No dyspnea. Temperature normal. Temperature 98.6F. Respiratory rate 16. Heart rate 72. Oxygen saturation 98%. Lungs clear bilaterally. HEENT normal. Vital signs stable. Motor strength 5/5 throughout. Reflexes 2+ symmetric.,58,75,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,ultrasound-guided patient peritoneal serous fluid patient ultrasound-guided,7
 No palpitations. No weight loss. No vision changes. No neck stiffness. No recent illness. No syncope. No chest pain. No confusion. No weakness. No fever. Blood pressure normal. Blood pressure 120/80. Oxygen saturation 98%. Heart rate normal. Heart rate 72. Respiratory exam normal. No focal deficits noted. Motor strength 5/5 throughout. Vital signs stable. Skin exam normal. Neurological exam normal.,60,78,lengthcontrol_real_complex_simple,simple,real_mt_padded,True,,0
