text,words,tokens,group,complexity,source,length_matched,specialty
milk cheese yogurt he teeth bowel humor eye throat stomachache nares oropharynx lungs heart abdomen bowel hepatosplenomegaly tanner extremities extremities skin,21,27,mt_samples_moderate,moderate,real_mt,False, Pediatrics - Neonatal
abc liver venous pulmonary liver cystic duct duct gastric venous pulmonary esophagus stomach small intestine large intestine spleen liver gastric fairfield,21,27,mt_samples_moderate,moderate,real_mt,False, Bariatrics
patient patient patient patient patient alcohol 3 patient patient patient leg extremities pelvis frog-leg lateral right joint patient labrum right mris,21,27,mt_samples_moderate,moderate,real_mt,False, Orthopedic
patient eye nervous ocular neurovascular macular macula right intraocular eye cornea nuclear eye choroidal subretinal heme blood eyes neurovascular macular eye patient macula,23,29,mt_samples_moderate,moderate,real_mt,False, Ophthalmology
"airway parapharyngeal cellulitis peritonsillar cellulitis 05/24/2008 muller tonsil edema patient phenomenon.,3 hypercholesterolemia.,4 anxiety.,5 coronary artery disease.,6 augmentin prednisone patient patient dr",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient marcaine blood patient 8-month-old patient patient patient patient wound wound marcaine wound patient patient wound patient wound patient patient tylenol codeine p.o,23,29,mt_samples_moderate,moderate,real_mt,False, Surgery
wound patient wound leg patient patient edema edema liver abdomen leg liver patient vancomycin wound patient patient patient doxycycline p.o b.i.d x10 wound,23,29,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
"patient atropine intravenously heart heart heart blood myocardial myocardial tc-99m myoview myocardial tc-99m myoview lung heart myocardial myocardial myocardial ischemia.,2 wall",21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
"hand sertraline fluoxetine depression 6 fluoxetine fhx children ros forehead wrinkling muscle hand tongue elavil qhs eye labile.,6/5/96 cag brain 8/23/96 caudate nucleus",23,29,mt_samples_moderate,moderate,real_mt,False, Neurology
renal renal peritoneal renal skin subcutaneous tissue fascia posterior fascia peritoneum posterior fascia peritoneum omentum omentum pelvis peritoneum posterior anterior fascia skin lady,23,29,mt_samples_moderate,moderate,real_mt,False, Nephrology
12-french pigtail catheter left pleural patient posterior left xylocaine 1 injected 12-french pigtail catheter medial scapular line eighth intercostal patient chest,21,27,mt_samples_moderate,moderate,real_mt,False, Cardiovascular / Pulmonary
"claritin zyrtec allegra ortho tri-cyclen allegra blood throat exudate nasal mucosa erythematous swollen lungs zyrtec instead allegra loratadine cheaper.,2 samples nasonex",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient patient patient patient patient martin luther patient patient patient patient tox benzodiazepines eps patient suicidal/homicidal patient patient patient patient patient,21,27,mt_samples_moderate,moderate,real_mt,False, Consult - History and Phy.
"46-year-old ’ lamisil tsh tsh eyedrop cornea blood thyromegaly nodule cardiac regular skin yellowed ’ syndrome.,2 onychomycosis.,3 tsh p.o liver tsh",21,27,mt_samples_moderate,moderate,real_mt,False, SOAP / Chart / Progress Notes
patient urine foreskin urine foreskin foreskin patient patient patient patient penile adhesion extra foreskin marked 1 x extra foreskin gamco patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
"chest wall toprol xl.,3 alprazolam,4 hydrochlorothiazide.,5 dyazide.,6 centrum carboplatin taxol electron lymphadenopathy cervical lymphadenopathy supraclavicular lymphadenopathy chest wall chest wall abdomen bowel hepatomegaly",23,29,mt_samples_moderate,moderate,real_mt,False, Hematology - Oncology
64614 95873 cerebral cerebral patient patient patient skin obturator nerve phenol phenol blood phenol muscles botulinum toxin gastrocnemius soleus muscle botulinum toxin patient,23,29,mt_samples_moderate,moderate,real_mt,False, Neurology
boy edema neutrophil crp patient aspirin ivig spike fever today mucous membrane p.o cardiac aspirin q.6h 1 aspirin q.d aspirin p.o,21,27,mt_samples_moderate,moderate,real_mt,False, Discharge Summary
esophageal esophagitis patient oral lidocaine fentanyl gif-160 patient esophagus esophagitis esophagus stomach duodenum patient patient good-size esophageal patient esophageal esophagitis patient,21,27,mt_samples_moderate,moderate,real_mt,False, Surgery
"renal disease hemodialysis.,2 vertebral fracture.,3 diskitis.,4 thrombocytopenia.,5 heart malnourishment.,8 patient patient patient patient sundowner-type patient patient blood heart ppd sms patient",21,27,mt_samples_moderate,moderate,real_mt,False, Nephrology
